lat,lon,pc_code,pc_location,pc_name,ps_male,ps_female,ps_total
31.55341307000009,65.65568891000002,2717065,Rambasi,Rambasi School,2,1,3
36.579075460000105,65.83029260000002,2801024,D01 - Nahia 1,Qochin Secondary School,2,2,4
36.87289223000006,66.03893202000006,2803122,Chobash,Chobash Primary School,1,1,2
37.50581886300003,65.77286397100002,2806085,Boz Areegh,Boz Areegh School,2,1,3
36.807390950000084,66.34071723000007,2808051,Kokaldash Village,Kokaldash School,2,1,3
37.43089339000007,65.96081089000005,2810083,Dinar,Dinar High School,3,1,4
35.91496338000008,64.78885177000008,2901007,D02 - Nahia 2,Abu Ubaid Jozjani High School,6,0,6
35.62631574000007,64.83484247000005,2902027,Yaka Toot Village,Yaka Toot Village School,1,1,2
35.81193135000004,64.50729834000003,2904064,Qara-E-Ghoyeli Village,Qara-E-Ghoyeli Mosque,2,2,4
35.856904400000126,65.29107217000008,2905142,Taghlamas,Taghalmas Boys School,3,1,4
35.72749714000001,64.09965933000007,2907082,Chechakto,Chechakto Primary School,2,2,4
35.67678466000014,64.04475620000004,2907083,Boland Ghor,Boland Ghor Mosque,2,1,3
35.615604250000004,64.24758961000002,2907105,Zaafran,Zaafran School,2,1,3
35.533422600000094,65.16487513000006,2908206,Badgah Village,Badgah Mosque,1,2,3
35.38386318000008,64.7535662900001,2910120,Dor Qala,Lolash Secondary School,2,2,4
36.96312758000008,65.11979732000002,2913184,Alhendi Khana,Alhendi Khana Girls School,3,2,5
31.59524920000015,64.38353023000008,3001011,Karta-E-Lagan Nahia 2,Hindwano School,2,6,8
31.68591587000002,64.40595542000008,3001033,Punjab Village,Kochi Center Mosque,2,2,4
31.36023144000003,64.27870941000002,3003096,Sra Kala,Wakil Manan Private House,3,1,4
31.794019680000073,64.56752571000006,3004036,Maktab Abazan,Abazan School,4,2,6
34.76318093000004,63.10254201000002,3101016,Laman,Laman School,3,2,5
34.88514983000006,62.883373790000036,3102047,Padeh Dehzangi,Padeh Dehzangi High School,2,1,3
34.75726426000009,63.26299203000008,3104057,Deh Berenj,Deh Berenj School,3,1,4
